Greedy_RefOnly	Greedy_Nr	Greedy_NrEuk	MEM_RefOnly	MEM_Nr	MEM_NrEuk	averVal	COV	taxonomy
3930	378	374	2892	378	286	1373	1.17464	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Arachidicoccus__Arachidicoccus__sp.__BS20
393	1371	1371	1048	1371	2207	1293.5	0.45392	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae
0	2108	2103	0	2108	1412	1288.5	0.80222	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Pseudorhodobacter__Pseudorhodobacter__psychrotolerans
358	1564	1553	547	1564	1779	1227.5	0.4963	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas
0	1871	1778	0	1871	1410	1155	0.78845	root__cellular__organisms__Bacteria__environmental__samples__uncultured__bacterium
3806	0	0	2761	0	0	1094.5	1.57834	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__aromaticivorans__Novosphingobium__aromaticivorans__DSM__12444
0	1719	1716	0	1719	1339	1082.17	0.78638	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__unclassified__Rhodospirillales__unclassified__Rhodospirillales__(miscellaneous)__Rhodospirillales__bacterium__URHD0017
0	1323	1318	0	1323	2521	1080.83	0.88589	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales
422	710	705	1743	710	1979	1044.83	0.61845	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales
0	1684	1675	0	1684	1197	1040	0.7953	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Filimonas__Filimonas__lacunae
0	1636	1632	0	1636	1239	1023.83	0.78893	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Hydrotalea__Hydrotalea__flava
0	0	220	1208	0	4451	979.833	1.80031	root__cellular__organisms
0	1569	1565	0	1569	1099	967	0.79702	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__lentum
2833	113	114	2264	113	0	906.167	1.41868	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__icense
0	1395	1394	0	1395	1089	878.833	0.78622	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__unclassified__Alphaproteobacteria__unclassified__Alphaproteobacteria__(miscellaneous)__Alphaproteobacteria__bacterium__RIFCSPHIGHO2_12_FULL_66_14
0	1413	1411	0	1413	1010	874.5	0.79483	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Segetibacter__Segetibacter__koreensis
0	1353	1345	0	1353	1144	865.833	0.78008	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Sediminibacterium
0	1359	1354	0	1359	1039	851.833	0.78801	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__unclassified__Rhodospirillales__Enhydrobacter__Enhydrobacter__aerosaccus
2972	0	0	2086	0	0	843	1.58444	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__pinensis__Chitinophaga__pinensis__DSM__2588
0	1310	1308	0	1310	1016	824	0.78677	root__cellular__organisms__Bacteria__PVC__group__Verrucomicrobia__Verrucomicrobiae__Verrucomicrobiales__Verrucomicrobiaceae__Prosthecobacter__Prosthecobacter__debontii
0	1329	1328	0	1329	903	814.833	0.80058	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodobacter__Rhodobacter__sp.__CACIA14H1
0	1275	1264	0	1275	1035	808.167	0.78285	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Planctomycetaceae__Schlesneria__Schlesneria__paludicola
256	675	669	997	675	1545	802.833	0.53954	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales
0	1302	1295	0	1302	608	751.167	0.85275	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Hydrobacter__Hydrobacter__penzbergensis
0	1198	1192	0	1198	867	742.5	0.79338	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Parafilimonas__Parafilimonas__terrae
0	1180	1175	0	1180	892	737.833	0.78905	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__Rhodospirillaceae__unclassified__Rhodospirillaceae__Rhodospirillaceae__bacterium__CCH5-H10
0	1131	1132	0	1131	1028	737	0.7765	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma__Spirosoma__linguale__Spirosoma__linguale__DSM__74
1919	231	232	1546	231	117	712.667	1.12247	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodobacter__Rhodobacter__sphaeroides
0	1037	1015	0	1037	906	665.833	0.77802	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Lactobacillales__Enterococcaceae__Enterococcus__Enterococcus__faecium
2416	0	0	1528	0	0	657.333	1.60701	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niabella__Niabella__soli__Niabella__soli__DSM__19437
1909	159	158	1351	159	114	641.667	1.22466	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__sp.__PAMC__26640
1910	197	197	1165	197	132	633	1.1684	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niabella__Niabella__ginsenosidivorans
0	1031	1025	0	1031	708	632.5	0.79915	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__unclassified__Sphingobacteriales__unclassified__Sphingobacteriales__(miscellaneous)__Sphingobacteriales__bacterium__50-39
0	1031	1024	0	1031	702	631.333	0.80011	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__erythrophlei
0	999	998	0	999	749	624.167	0.78994	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__unclassified__Chitinophagaceae__Chitinophagaceae__bacterium__IBVUCB2
1782	116	115	1231	116	0	560	1.34805	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__resinovorum
1035	377	376	838	377	305	551.333	0.5551	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Rhodoplanes__Rhodoplanes__sp.__Z2-YC6860
1393	264	262	938	264	178	549.833	0.90795	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Defluviimonas__Defluviimonas__alba
385	352	353	1005	352	785	538.667	0.52895	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae
0	910	913	0	910	428	526.833	0.8521	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Sediminibacterium__Sediminibacterium__sp.__C3
0	888	879	0	888	480	522.5	0.83076	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Asinibacterium
0	848	842	0	848	562	516.667	0.80333	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodobacter__Rhodobacter__sp.__SW2
1032	364	359	744	364	213	512.667	0.60489	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Polaromonas__Polaromonas__sp.__JS666
123	213	202	778	213	1442	495.167	1.05332	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria
148	509	505	388	509	909	494.667	0.49826	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella
515	446	444	619	446	471	490.167	0.14021	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium
0	782	779	0	782	564	484.5	0.79379	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__unclassified__Chitinophagaceae__Chitinophagaceae__bacterium__PMP191F
0	791	787	0	791	537	484.333	0.80052	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__unclassified__Alphaproteobacteria__unclassified__Alphaproteobacteria__(miscellaneous)__Alphaproteobacteria__bacterium__65-37
262	321	321	774	321	897	482.667	0.5739	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria
923	345	341	689	345	239	480.333	0.55378	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Gemmataceae__Gemmata__Gemmata__sp.__SH-PL17
0	777	777	0	777	544	479.167	0.79716	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__malaysiense
0	821	819	0	821	413	479	0.84171	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Sediminibacterium__Sediminibacterium__salmoneum
0	787	786	0	787	510	478.333	0.80634	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Gemmobacter__Gemmobacter__aquatilis
0	818	815	0	818	401	475.333	0.84551	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Asinibacterium__Asinibacterium__sp.__OR43
0	757	754	0	757	533	466.833	0.79639	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__gotjawali
189	260	228	959	260	889	464.167	0.7709	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria
0	764	762	0	764	452	457	0.8183	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niastella__Niastella__vici
354	435	427	459	435	587	449.5	0.16955	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Pseudomonadaceae__Pseudomonas
0	561	558	0	561	998	446.333	0.86282	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter
0	0	1355	0	0	1316	445.167	1.54944	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Mucoromycota__Glomeromycotina__Glomeromycetes__Glomerales__Glomeraceae__Rhizophagus__Rhizophagus__irregularis__Rhizophagus__irregularis__DAOM__197198w
354	449	447	530	449	439	444.667	0.12552	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingopyxis
0	698	697	0	698	575	444.667	0.78193	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma__Spirosoma__endophyticum
0	715	713	0	715	524	444.5	0.79215	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Methylophilales__Methylophilaceae__Methylotenera__Methylotenera__versatilis
0	709	706	0	709	532	442.667	0.78976	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__sp.__OK098
340	442	440	380	442	417	410.167	0.10226	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Phyllobacteriaceae__Mesorhizobium
256	219	214	856	219	635	399.833	0.69312	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae
295	467	467	269	467	433	399.667	0.23133	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Rhizobium/Agrobacterium__group__Rhizobium
0	632	634	0	632	437	389.167	0.7987	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__unclassified__Sphingobacteriales__unclassified__Sphingobacteriales__(miscellaneous)__Sphingobacteriales__bacterium__44-61
0	621	620	0	621	432	382.333	0.79783	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Flavisolibacter__Flavisolibacter__ginsengisoli
236	370	365	378	370	542	376.833	0.25824	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter
0	599	601	0	599	441	373.333	0.79189	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Flavihumibacter__Flavihumibacter__sp.__ZG627
425	357	357	478	357	265	373.167	0.19384	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Rhodopseudomonas__Rhodopseudomonas__palustris
0	430	429	331	430	607	371.167	0.54589	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira
0	640	636	0	640	298	369	0.85315	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Asinibacterium__Asinibacterium__sp.__OR53
185	235	214	375	235	940	364	0.79596	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Streptomycetales__Streptomycetaceae__Streptomyces
0	592	593	0	592	398	362.5	0.80194	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__rosa
0	492	491	213	492	484	362	0.57757	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodobacter
0	581	582	0	581	423	361.167	0.79299	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__paludis
0	586	583	0	586	411	361	0.79678	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Afipia__Afipia__sp.__GAS231
0	439	438	240	439	604	360	0.58545	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium
1244	0	0	884	0	0	354.667	1.5821	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Saprospiria__Saprospirales__Haliscomenobacteraceae__Haliscomenobacter__Haliscomenobacter__hydrossis__Haliscomenobacter__hydrossis__DSM__1100
0	459	460	120	459	622	353.333	0.67591	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Polaromonas
0	579	574	0	579	359	348.5	0.81173	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__unclassified__Rhodospirillales__Reyranella__Reyranella__massiliensis
1175	0	0	885	0	0	343.333	1.57205	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Methylophilales__Methylophilaceae__Methylotenera__Methylotenera__versatilis__Methylotenera__versatilis__301
0	554	553	0	554	384	340.833	0.79823	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__unclassified__Sphingobacteriales__unclassified__Sphingobacteriales__(miscellaneous)__Sphingobacteriales__bacterium__40-81
0	548	545	0	548	370	335.167	0.80115	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__unclassified__Sphingobacteriales__unclassified__Sphingobacteriales__(miscellaneous)__Sphingobacteriales__bacterium__UTBCD1
729	188	187	525	188	124	323.5	0.75742	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Fibrella__Fibrella__sp.__ES10-3-2-2
0	426	427	165	426	492	322.667	0.60396	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Hyphomicrobium
149	319	318	302	319	507	319	0.35614	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma
0	520	519	0	520	346	317.5	0.80304	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__Fuku2-ISO-50
0	533	533	0	533	278	312.833	0.83646	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niastella__Niastella__koreensis
0	495	495	0	495	382	311.167	0.78726	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodobacter__Rhodobacter__sp.__24-YEA-8
703	183	183	485	183	117	309	0.75302	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma__Spirosoma__radiotolerans
1100	0	0	749	0	0	308.167	1.59051	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Emticicia__Emticicia__oligotrophica__Emticicia__oligotrophica__DSM__17448
1059	0	0	786	0	0	307.5	1.57443	root__cellular__organisms__Bacteria__Acidobacteria__Solibacteres__Solibacterales__Solibacteraceae__Candidatus__Solibacter__Candidatus__Solibacter__usitatus__Candidatus__Solibacter__usitatus__Ellin6076
0	486	484	0	486	381	306.167	0.78576	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__sp.__PPCGB__2223
0	485	485	0	485	364	303.167	0.78987	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__unclassified__Bacteroidetes__unclassified__Bacteroidetes__(miscellaneous)__Bacteroidetes__bacterium__46-16
0	493	494	0	493	334	302.333	0.80104	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Flavihumibacter__Flavihumibacter__solisilvae
0	481	483	0	481	365	301.667	0.78895	root__cellular__organisms__Bacteria__Acidobacteria__Solibacteres__Solibacterales__Solibacteraceae__Candidatus__Solibacter__Candidatus__Solibacter__usitatus
642	0	0	987	0	168	299.5	1.39784	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niabella
0	375	376	136	375	533	299.167	0.64851	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Methylophilales__Methylophilaceae__Methylotenera
0	477	474	0	477	367	299.167	0.78735	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Cnuella__Cnuella__takakiae
0	486	483	0	486	339	299	0.79736	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__B1
0	480	477	0	480	346	297.167	0.79376	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__unclassified__Sphingobacteriales__unclassified__Sphingobacteriales__(miscellaneous)__Sphingobacteriales__bacterium__46-32
0	487	487	0	487	320	296.833	0.80466	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__fuchskuhlense
341	265	268	343	265	275	292.833	0.13067	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Methylobacteriaceae__Methylobacterium
0	477	482	0	477	319	292.5	0.80295	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__AAP83
0	399	396	0	399	547	290.167	0.79973	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga
0	461	456	0	461	354	288.667	0.78741	root__cellular__organisms__Bacteria__Terrabacteria__group__Armatimonadetes__Fimbriimonadia__Fimbriimonadales__Fimbriimonadaceae__Fimbriimonas__Fimbriimonas__ginsengisoli
0	399	400	0	399	518	286	0.79109	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niastella
1096	0	0	585	0	0	280.167	1.65308	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodobacter__Rhodobacter__sphaeroides__Rhodobacter__sphaeroides__ATCC__17025
185	268	255	324	268	365	277.5	0.2225	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae
730	130	130	493	130	0	268.833	1.04289	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__PP1Y
962	0	0	631	0	0	265.5	1.59857	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodobacter__Rhodobacter__sp.__LPB0142
0	440	437	0	440	270	264.5	0.81318	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niastella__Niastella__populi
768	144	144	386	144	0	264.333	1.04539	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__steynii
456	179	176	350	179	244	264	0.438	root__Viruses__ssDNA__viruses__Microviridae__Gokushovirinae__unclassified__Gokushovirinae__Gokushovirinae__Fen672_31
0	395	396	0	395	379	260.833	0.77498	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Nitrospira__sp.__ST-bin5
